,url,title,description,cat1,cat2,cat3
166,https://www.tourisme-porteduhainaut.com/preparer/agenda/4180258-atelier-nature-au-parc-loisirs-et-nature-de-la-porte-du-hainaut,[Atelier Nature] Au Parc Loisirs et Nature de La Porte du Hainaut,"Des ateliers nature pour les enfants se dérouleront au Parc Loisirs et Nature de La Porte du Hainaut à Raismes, et seront animés par Bettina Himmel, guide nature et gérante de Allons eaux bois 

Dates des ateliers, de 14h à 15h30 :
- Samedi 3 juin : les fleurs. À partir de 8 ans. 
Découvrir les fleurs printanières et celles qui arrivent pour l’été. Fabriquer son herbier et récolter quelques graines.

- Dimanche 2 juillet : les insectes. À partir de 5 ans. 
La prairie est un milieu très riche, élance-toi dans les herbes folles pour découvrir plusieurs espèces d’insectes. Après les avoir identifiés, tu réaliseras plusieurs petits gîtes, propose Bettina Himmel aux enfants.

- Samedi 29 juillet : les escargots. À partir de 5 ans. 

- Samedi 16 septembre : les oiseaux. À partir de 8 ans.

Durée : 1 heure 30 (14h-15h30)
Tarif : 8€ avec un petit goûter offert
Réservation obligatoire et règlement auprès du Parc Loisirs et Nature de La Porte du Hainaut",Atelier,Environnement,Famille
333,https://www.tourisme-porteduhainaut.com/preparer/agenda/4349504-jep-concert-de-carillon,[JEP] Concert de Carillon,"À l'occasion des Journées européennes du patrimoine, venez vous divertir au son des carillons ! 

L'association Les Amis du Carillon se réunit sur la Grand'Place de Saint-Amand-les-Eaux pour vous offrir un concert de carillon, en pleine journée, les 16 et 17 septembre.

Horaire non précisée. Pour plus d'informations, vous pouvez contacter le 03 27 22 49 61",Concert,Spectacle,
167,https://www.tourisme-porteduhainaut.com/preparer/agenda/4335108-jep-la-trouee-darenberg-et-ses-paves-mythiques,[JEP] La Trouée d'Arenberg et ses pavés mythiques,"À l'occasion des Journées européennes du patrimoine, partez à la découverte de la Trouée d'Arenberg et ses pavés mythiques à l'occasion d'une visite guidée, le dimanche 17 septembre à 14h30. 

Située à quelques mètres de la fosse de Wallers-Arenberg, Patrimoine mondial de l’UNESCO depuis 2012, la fameuse Trouée d’Arenberg et ses pavés mythiques attirent, chaque année au mois d’avril, depuis 1896, à l’occasion de la course cycliste du Paris-Roubaix, des milliers de spectateurs. Cette route pavée constitue une épreuve de sélection mondialement connue pour les difficultés qu’elle présente.

Un guide professionnel de l’Office de Tourisme évoquera la faune et la flore de la forêt domaniale ainsi que l’histoire de la Trouée d’Arenberg et du site minier de Wallers-Arenberg. Les anecdotes liées à la Trouée d’Arenberg, de son vrai nom « Drève des Boules d’Hérin », sont nombreuses… La mémoire de Jean Stablinski, son « découvreur », lui est indissociable. Ancien mineur ayant travaillé à la fosse d’Arenberg, il avait l’habitude de dire qu’il était le seul homme à « être passé » sous et sur la trouée !

Visite guidée gratuite.
Sur réservation auprès de l'Office de Tourisme. 
Maximum 25 personnes.",Visite,Histoire,Environnement
335,https://www.tourisme-porteduhainaut.com/preparer/agenda/4335135-jep-visite-running-autour-de-la-mare-a-goriaux,[JEP] Visite Running autour de la mare à Goriaux,"À l'occasion des Journées européennes du patrimoine, visitez et jouez au touriste tout en courant, le dimanche 17 septembre à 9h30 ! Suivez le guide runner, Denis Menigault habitué des grands marathons européens, qui connait bien la réserve ornithologique et les sentiers de la forêt praticables pour le running.

La balade-découverte est accessible à tous les adultes même aux débutants ayant une bonne condition physique ! 

Age minimum : 12 ans. 
À prévoir : chaussures et vêtements de course à pied / bouteille d’eau.

Visite Running gratuite. 
Sur réservation auprès de l'Office de Tourisme. 
Maximum 20 personnes.",Balade,Sport,Environnement
168,https://www.tourisme-porteduhainaut.com/preparer/agenda/4335136-jep-abbaye-entre-tour-et-jardins,[JEP] Abbaye entre Tour et jardins,"À l'occasion des Journées européennes du patrimoine, participez à la visite guidée Abbaye entre Tour et jardins, le dimanche 17 septembre à 11h.

Seuls la Tour abbatiale et l’échevinage, autrement dit l’ancien porche d’entrée de l’abbaye du XVIIème, témoignent encore de la puissante et riche abbaye d’Elnon. Celle-ci doit son nom à sa situation, au confluent de la Scarpe et de l’Elnon, sur une terre marécageuse donnée par Dagobert au moine évangélisateur Amand pour y fonder un monastère vers 633 après J.C.

La visite comprend la découverte de la Tour et de ses jardins paysagers, de l’échevinage, de la mosaïque du complexe monastique et de la statue du moine Amand. Bien d’autres merveilles vous attendent… 

Visite guidée gratuite. 
En extérieur uniquement. 
Sur réservation auprès de l'Office de Tourisme.
Maximum 25 personnes. 
Départ devant l'Office de Tourisme.",Visite,Histoire,Art
337,https://www.tourisme-porteduhainaut.com/preparer/agenda/4342417-jep-a-brillon,[JEP] À Brillon,"Dimanche 17 septembre - À la découverte de Brillon : 
 
À l’occasion des Journées européennes du patrimoine, la ville de Brillon vous propose une visite guidée. Vous en apprendrez plus sur l’histoire du village et sur certains lieux : le cimetière, l'église, le monument aux morts, la mairie, la chapelle du calvaire, les différents types d'habitats (diverses rues), l'arbre de la Liberté, la Maison du brasseur. 

Horaires : 09h30 / 11h00 / 14h00 / 17h00
Durée de la visite : 1h30",Visite,Histoire,
169,https://www.tourisme-porteduhainaut.com/preparer/agenda/4261328-le-trinamand--rando-triathlon,Le Trinamand / Rando Triathlon,"[Le Trinamand] ⛵️ Le Port fluvial de La Porte du Hainaut à Saint-Amand-les-Eaux est fier d’accueillir le départ et l’arrivée du Trinamand, 1er du nom, le 17 septembre prochain ! 🥳 
Son label Pavillon Bleu France, obtenu pour la treizième année consécutive, l’a imposé comme site incontournable pour le déroulement de cette très belle épreuve sportive ! 

Le Trinamand / Rando Triathlon 🏊‍♀️ 🚴‍♀️ 👟 
📆 17 septembre 2023 
📍 Port fluvial de La Porte du Hainaut à Saint-Amand-les-Eaux 
🤝 Avec l'aide de la ville de Saint-Amand-les-Eaux 
&amp; de la Ligue de Triathlon des Hauts-de-France 

🟪 Au programme : 3 épreuves d’endurance, seul ou en relais équipe de 2/3 👇 
🏊‍♀️ Natation 500 m 
🚴‍♀️ Cyclisme 25 km 
👟 Course à pied 5 km 

🟪 Ouverture des inscriptions à partir du 1er juillet ! 🎉 
Avis aux sportifs !",Sport,,
339,https://www.tourisme-porteduhainaut.com/preparer/agenda/4349502-jep-au-theatre-des-sources-de-saint-amand-les-eaux,[JEP] Au Théâtre des Sources de Saint-Amand-les-Eaux,"À l’occasion des Journées européennes du patrimoine, le théâtre des Sources vous ouvre ses portes. 
Que vous soyez amoureux de culture, de patrimoine ou de simples curieux, venez le visiter ! 

Le dimanche 17 septembre 2023, le Théâtre des Sources vous propose de participer aux différentes visites guidées afin de pouvoir découvrir les moindres recoins de ce monument et le point de vue donnant au jardin que ce dernier peut offrir. 

Le Théâtre est ouvert de 10h à 12h et de 14h à 18h. Les visites guidées sont proposées de 11h à 16h. 

Entrée gratuite, adaptée aux enfants de plus de 7 ans et aux PMR.",Visite,Culture,Histoire
170,https://www.tourisme-porteduhainaut.com/preparer/agenda/4320979-jep-a-rosult,[JEP] À Rosult,"À l'occasion des Journées européennes du patrimoine, participez à un circuit pédestre à la découverte des chapelles du village de Rosult, au départ de la halle couverte, le dimanche 17 septembre de 8h30 à 11h30.",Balade,Culture,
341,https://www.tourisme-porteduhainaut.com/preparer/agenda/4335138-jep-bouchain-la-clef-des-pays-bas,"[JEP] Bouchain, la clef des Pays-Bas","À l'occasion des Journées européennes du patrimoine, participez à la visite Bouchain, la clef des Pays-Bas, le dimanche 17 septembre à 14h. 

En 1676, les armées de Louis XIV commandées par Vauban prennent Bouchain ; ce dernier y modernise ensuite les défenses avec la construction de la poudrière et la caserne. La tour est à l’apogée de sa puissance militaire.

De ce glorieux passé, il reste aujourd’hui la Tour d’Ostrevant du 12ème siècle, la poudrière de 1687, la Bastion des Forges avec une partie de la Courtine du 16ème siècle, des galeries souterraines, deux salles magnifiques sous la place T .Trimm, le Masque Casematé du 19ème, les anciens fossés de fortifications en ville basse, le fort noir et l’Arsenal. 

Visite guidée gratuite.
Sur réservation auprès de l'Office de Tourisme. 
25 personnes maximum.",Visite,Histoire,
171,https://www.tourisme-porteduhainaut.com/preparer/agenda/4335140-jep-a-pied-dans-saint-amand-les-eaux,[JEP] À pied dans Saint-Amand-les-Eaux,"À l'occasion des Journées européennes du patrimoine, participez à la visite guidée À pied dans Saint-Amand-les-Eaux, le dimanche 17 septembre à 16h30.

C’est parti pour une visite guidée urbaine ! Un circuit pédestre de 3 à 4 kilomètres vous conduira rue Louise de Bettignies, du nom d’une ancienne résistante dont la maison natale s’y trouve toujours, avant de rejoindre le pont de Condé puis le chemin de halage qui vous mènera au Port fluvial de La Porte du Hainaut ! L’occasion de remonter le temps, à l’époque industrielle où l’on fabriquait de la faïence, des chaînes, des bonnets, … Puis, par le pont de Valenciennes, direction le Parc de la Scarpe où vous apprendrez qu’un golf de neuf trous s’y trouvait jusque dans les années 1990. Retour enfin en centre-ville. Admirez la Tour abbatiale et l’Échevinage, tout en profitant des commentaires du guide !

De jolies découvertes vous attendent au sein de la cité thermale !

Visite guidée gratuite.
Sur réservation auprès de l'Office de Tourisme.
Maximum 25 personnes. 
Départ devant l'Office de Tourisme. 
Prévoyez une tenue adaptée à la météo et des chaussures de marche.",Visite,Histoire,
343,https://www.tourisme-porteduhainaut.com/preparer/agenda/4321231-jep-a-marquette-en-ostrevant,[JEP] À Marquette-en-Ostrevant,"À l'occasion des Journées européennes du patrimoine, programme d'animations à Marquette-en-Ostrevant le dimanche 17 septembre :

10h30 :
Église Saint-Marin, située rue Pasteur : rassemblement, exposition et visite libre

11h :
Sortie du géant Oscar et cortège vers le Calvaire, calèche à disposition pour les personnes à mobilité réduite
Morceaux joués par l’Harmonie communale « Les Amis Réunis »
Visite libre du Calvaire, situé rue Roger Salengro

12h :
Halle, située 1 rue Victor Hugo : apéritif repas d'antan autour de la pomme de terre sur le thème el pin'ter et Oscar, le géant du village, el voleu ed' pinter

13h30 :
Halle et cour la vie loc'halle :
café guinguette
jeux anciens, course de sac à pin'ter , marelle, jeux de cartes

15h :
Dans le village :
parcours guidé historique ludique, avec la possibilité d'une balade en calèche tirée par un cheval de trait

17h :
Salle des associations :
dictée pour les grands
concours de dessin pour les petits",Exposition,Visite,Culture
172,https://www.tourisme-porteduhainaut.com/preparer/agenda/4146715-rdv-nature-contes-et-legendes--la-nature-qui-fait-peur,[RDV Nature] Contes et légendes : la nature qui fait peur,"Mercredi 20 septembre - 14h30 - Contes et légendes : la nature qui fait peur

Cet animal vous fait peur ? Vous n'aimez pas cette plante ? Partons à la découverte de la vraie nature des espèces que nous redoutons, sans même savoir pourquoi. Il est temps de briser des mythes !

Animation à destination destination des familles
Gratuit - Inscription obligatoire
Organisateaur : CPIE Chaîne des Terrils
Durée : 2h
Lieu du rendez-vous : Parking du site, à droite à la sortie d'Escaudain, avant le panneau d'entrée de ville d'Abscon (chemin à droite avant le 115 rue Jean Jaurès), Rue Jean Jaurès, 59215 Abscon",Environnement,Famille,
345,https://www.tourisme-porteduhainaut.com/preparer/agenda/493220-exposition-internationale-dorchidees,Exposition Internationale d'Orchidées,"Cet évènement organisé par une association d'amateurs d'Orchidées du Nord, Orchidées 59, met cette année le Mexique à l'honneur. La scénographie est assurée par le grand décorateur floral belge, Damien Overputte qui a participé à l'exposition internationale d'orchidées de New York en lien avec le Museum. Des exposants venus d'Asie, d'Amérique, d'Europe et de deux associations d'amateurs orchidophiles proposeront leurs plus beaux spécimens. Les serres du Luxembourg (conservatoire national) présenteront une sélection de leur remarquable collection. Ne manquez pas, tous les jours, l'une des trois conférences au programme (conseils pratiques ou botaniques). A noter la présence d'un atelier d'Ikebana et de deux stands vendant des plantes carnivores et des tillandsias.
Restauration de qualité de spécialités du Nord.
N’hésitez pas à aller découvrir ces magnifiques fleurs d'en apprendre davantage sur leur culture et de passer un agréable moment de convivialité.",Exposition,,
173,https://www.tourisme-porteduhainaut.com/preparer/agenda/4070312-lecture-en-musique-au-port-fluvial,Lecture en musique au Port fluvial,"En collaboration avec l'association Perluette, lecture en musique autour des femmes/filles à la poursuite de leurs envies et de leurs rêves (notamment dans le sport) dans les albums jeunesse. 

Prix : 2€ par personne 
Nombre de personnes maxi : 20 (adultes et enfants inclus)
Sur réservation 

Parallèlement, activités au Port fluvial possibles : 
-        Jeux en bois : gratuit
-        Snacking + boissons 
-        Location de vélos",Culture,Détente,Jeu
347,https://www.tourisme-porteduhainaut.com/preparer/agenda/4254929-atelier-nature-au-port-fluvial-de-la-porte-du-hainaut,[Atelier Nature] Au Port fluvial de La Porte du Hainaut,"Des ateliers nature s’adressant aux plus jeunes à partir de 5 ans ainsi qu’aux adultes, auront lieu cet été au Port fluvial de La Porte du Hainaut, situé chemin de l’empire à Saint-Amand-les-Eaux, les 8 et 22 juillet ainsi que le 26 août et le 23 septembre, de 14h30 à 16h30, sur les thématiques suivantes :

-        08 juillet : Atelier jeux buissonniers, dominos nature, mikado, dames… Venez construire votre jeu en bois ! À partir de 5 ans. 

-        22 juillet : Réhabilitation de la Maison à Insectes : Venez restaurer un refuge à insectes, pour qu’ils puissent y passer l’hiver, s’y réfugier, s’y reposer, se reproduire ; pour que l’humain ait de beaux légumes et fruits ; pour protéger la biodiversité animale, accueillir les auxiliaires du potager, héberger des pollinisateurs, observer des insectes. À partir de 5 ans.
 
-        26 août : Impression végétale ou « tataki-zomé » : Après une balade pour récolter des plantes dont nous avons besoin, nous procèderons à une impression végétale sur un mouchoir en coton. À partir de 5 ans. 

-        23 Septembre : Peinture à la Pomme de terre : Apprendre à confectionner sa peinture naturelle et peindre l’observatoire à insectes du jardin. 

Tarif : 8€/personne
Inscription auprès du Port fluvial de La Porte du Hainaut au +33 (0)3 27 30 44 35 ou portstamand@tourisme-porteduhainaut.fr",Atelier,Environnement,
174,https://www.tourisme-porteduhainaut.com/preparer/agenda/4350698-la-course-des-terrils-39eme-edition,La Course des Terrils 39ème édition,"📢 La Course des Terrils 2023 se déroulera le 24 septembre ! ⛰🏃‍♀️🏃🏃‍♂️
C’est parti pour la 39ème édition de la Course des Terrils !! 🤩

🔸 La Familiale : 3 km
🔹 La Furtive : 9 km
🔸 L’Authentique : 16 km
🔹 La Sauvage : 25 km
🔸 La Contrebandière : Trail long
🔹 La Rando des Terrils : 10 km
🔸 Les Quinquins : 700 m / 1200 m

🟪 Pour s’inscrire, c’est par ici 👇
🔗 http://www.coursedesterrils.org/",Sport,,
349,https://www.tourisme-porteduhainaut.com/preparer/agenda/4335151-tous-en-foret-avec-les-forestiers-,Tous en forêt avec les forestiers !,"« Tous en forêt »
Un rendez-vous privilégié avec les forestiers le 27 septembre 2023 !

Les forêts françaises sont des joyaux de nature chers aux citoyens et suscitent à cet égard de nombreuses questions : accroissement du risque d’incendie, protection de la biodiversité, adaptation des forêts au changement climatique, puits de carbone, production de bois…
Pour y répondre, l’ONF organise le 27 septembre la 3e édition de sa journée forêts ouvertes intitulée « Tous en forêt » et invite les usagers à venir rencontrer les forestiers. Cette année l’opération se déroulera simultanément dans plus de 80 forêts publiques d’Île-de-France, de Normandie, des Hauts-de-France, du Centre-Val de Loire et d’Aquitaine, Bretagne, Pays de la Loire, Auvergne, Poitou-Charentes !

En Hauts-de-France, les forestiers proposeront des points de rencontre dans 15 forêts à partir desquels ils emmèneront les visiteurs pour une promenade commentée, ouverte à toutes les questions.
Ces rendez-vous sont gratuits. Ils s’adressent à tous les publics. Pour y participer, il suffit de se présenter le 27 septembre 2023 à 14h sur l’un des points de rencontre proposés, afin de participer à une visite commentée d’une durée d’environ 2h… voire plus si les questions sont nombreuses !


Parmi les sites qui accueilleront le public en Hauts-de-France :
RAISMES
parking de la Mare à Goriaux, Chem. de Raismes-Vicoigne À Wallers, 59590 Raismes

Liste des forêts et localisation GPS des points de rencontre :
https://www.onf.fr/vivre-la-foret/+/1b84::tous-en-foret-les-forestiers-vous-rencontrent-le-27-septembre-2023.html",Balade,Environnement,
175,https://www.tourisme-porteduhainaut.com/preparer/agenda/4373239--concert--chimene-badi-chante-piaf,[ Concert ] Chimène Badi chante Piaf,"Chimène Badi chante Piaf, le 29 septembre à 20h30, à l’Église Saint Martin : 

Qui de mieux que Chimène Badi pouvait célébrer Édith Piaf 60 ans après sa disparition en 1963 ? 
Chimène a tellement de points communs avec La Môme ! Une voix puissante qui puise son émotion dans les plaies que la vie a ouvertes, une personnalité à la fois forte et hypersensible, une passion pour les beaux mots et les mélodies qui restent dans la tête et le cœur. Récemment, sa rencontre bouleversante avec Charles Dumont, compositeur de « Non je ne regrette rien », « Mon Dieu » … a comblé les rêves de la môme Chimène. Dans un décor théâtralisé, Chimène reprendra les titres les plus iconiques d’Édith Piaf. Un répertoire qui a donné ses lettres de noblesse à la chanson française. 

INFORMATION IMPORTANTE / Ce spectacle est un report de la saison 2022. De ce fait, les billets vendus la saison dernière restent valables.",Concert,,
351,https://www.tourisme-porteduhainaut.com/preparer/agenda/4263664-exposition-robin-lopvet--mytho,[Exposition] Robin Lopvet / Mytho,"Robin Lopvet / Mytho 30 SEPTEMBRE 2023 07 JANVIER 2024

Selon Robin Lopvet, la photographie ne s’envisage qu’au travers de sa propre transformation. Pour ce jeune artiste originaire des Vosges, prodige de la retouche numérique, l’image mutante décuple ses pouvoirs et ouvre sur un monde libre dont lui seul détermine les limites. Animaux, amis et entourage, situations, Robin Lopvet invente son propre langage pour décrire une réalité parallèle peuplée de créatures tantôt effrayantes tantôt hallucinantes. Il nous y invite et nous interroge insidieusement sur les pouvoirs et la duplicité de l’image dans un système régit par Internet et par l’infini des possibilités de création et de diffusion offertes par le digital. Derrière la légèreté d’un délirium collectif ou la viralité d’une photographie de chien détournée, ce sont les enjeux les plus graves de notre société fondée sur l’image et ses flux que cette exposition soulève avec ces détournements photographiques.

Biographie
Né en 1990 dans les Vosges, Robin Lopvet est un artiste plasticien multimédia. Retoucheur professionnel pour l’industrie de la mode, il développe un travail personnel utilisant les mêmes outils. Sa recherche artistique s’ancre dans une logique d’économie de récupération. DJ, il cogère le label Club Late Music. Il vit et travaille entre Arles, Paris et Internet.

Partenaires
Laboratoire Photon",Exposition,Art,
176,https://www.tourisme-porteduhainaut.com/preparer/agenda/4373247--spectacle--le-voyage-de-moliere,[ Spectacle ] Le Voyage de Molière,"Le spectacle de De Pierre-Olivier Scotto et Jean-Philippe Daguerre, Le Voyage de Molière, se produira sur scène le vendredi 6 octobre 2023 à 20h30 au Théâtre des Sources. 

Synopsis : 
Léo, un jeune homme du XXIe siècle qui rêve d’être comédien, se retrouve accidentellement plongé en 1656 au cœur de la troupe de l’Illustre Théâtre de Molière. Commence alors une aventure extraordinaire dans un monde créatif et cruel où la vie et la gloire ne tiennent qu’à un fil. En 2022, Molière aurait eu 400 ans ! Nous avons souhaité lui rendre hommage à travers cette aventure précisément inspirée par la vie de Molière et de sa troupe avant leur arrivée à Versailles.",Théatre,,
353,https://www.tourisme-porteduhainaut.com/preparer/agenda/4146717-rdv-nature-le-jour-de-la-nuit,[RDV Nature] Le jour de la nuit,"Le Jour de la Nuit - 14/10/2023 à 19h30

Les nuits noires se font rares. Nos activités produisent une lumière continue, comme une barrière étincelante contre les ténèbres. Mais cette abondance de lumière a des effets néfastes…

Organisateur : Maison de la Forêt
Durée : 2h
Lieu du rendez-vous : Maison de la Forêt - Rue de la Fontaine Bouillon 
Tarif : gratuit
Réservation obligatoire",Conférence,Environnement,
177,https://www.tourisme-porteduhainaut.com/preparer/agenda/4380020-trail-des-pipi-malo-2023,Trail des Pipi-Malo 2023,"📣 Le Trail des Pipi-Malo 2023 sera de retour le dimanche 22 Octobre !

➡️ Les inscriptions sont ouvertes : https://www.njuko.net/traildespipimalo2023

Au programme :
🐝 Trail La Charpentière 27km - Label Régional FFA
🐝 Trail La Bourdon 14km 
🐝 Trail L'abeille 5.6km
🐝 Marche de 14km
Pour les plus jeunes :
🐝 La Maya (Benjamins/Minimes)
🐝 Vers la ruche (courses enfants)

Ce sera l'avant dernière étape du Challenge Nord Evasion 2023 : https://info.lenord.fr/challenge-nord-evasion Avec le Département du Nord et le Comité du Nord d'Athlétisme",Sport,,
355,https://www.tourisme-porteduhainaut.com/preparer/agenda/4373256--spectacle--acidule,[ Spectacle ] Acidulé,"Maud Marquet met en scène un spectacle de danse nommé Acidulé, et sera le 10 novembre à 20h au Théâtre des Sources. 

Au cœur d’une scénographie remplie de cubes, 4 danseurs tentent de déambuler et de se libérer d’un espace complexe qui se remplit toujours plus et qui se transforme. 
D’aplat labyrinthique en empilement coloré, les cubes, en constante évolution contraignent, transforment, détournent avec amusement et absurdité, le comportement des interprètes. 

CIRQUE ©Alain Julien. 60 min. Chorégraphie Maud Marquet. Interprétation Antonin Chediny, Héloïse Vallès, Laura Muller, Lysandre Korelis.

INFORMATIONS IMPORTANTES / Les places doivent être impérativement réservées. Les enfants de moins de 12 ans doivent être accompagnés d'un adulte. Pour faciliter l'accès aux sales, les personnes à mobilité réduite sont invitées à se faire connaitre au moment de la réservation.",Spectacle,Danse,
178,https://www.tourisme-porteduhainaut.com/preparer/agenda/4373265--musique-opera--d.i.v.a-opus-2,[ Musique Opéra ] D.I.V.A Opus 2,"Venez découvrir l'univers des D.I.V.A pour un spectacle d' 1h20, le samedi 18 novembre à 20h30 au Théâtre des Sources. 

Imaginez cinq opéras de légende réduits dans des versions de 15 minutes. Et tant qu’à
faire interprétés par quatre chanteuses lyriques délicieusement barrées et un quatuor
à cordes…
 
Bienvenue dans l’univers de D.I.V.A ! Après avoir conquis plus de 80000 spectateurs avec
leur premier spectacle, elles reviennent libérées, explorant les moindres recoins de leur
folie et de leur fantaisie avec une nouvelle esthétique démesurée et très colorée.",Spectacle,Concert,
357,https://www.tourisme-porteduhainaut.com/preparer/agenda/4373278--concert--laurent-voulzy,[ Concert ] Laurent Voulzy,"Après plus de 200 concerts en France, Belgique et Suisse, Laurent Voulzy
clôturera sa tournée Églises et Cathédrales fin 2023. 

Et c'est le 1er décembre 2023 à 20h30, que Laurent Voulzy s'arrêtera pour vous offrir un concert d'1h30 à l'Église Saint-Martin.

En 2013, la tournée Lys &amp; Love avait commencé à la basilique Saint-Denis lors du Festival de Saint-Denis et s’était terminé à Londres à Saint Johns Smith Square Church près de Westminster. La tournée s’est prolongée dans des lieux remarquables : la captation du concert pour le CD et DVD «Lys &amp; Love Tour» fut filmée et enregistrée à l’église Saint-Eustache à Paris. L’idée de concevoir un spectacle unique pour les églises et cathédrales a pris forme.

Accompagné de deux musiciens, Suzane Grimm (chant, harpe, guitare) et Michel Amselem (claviers, chœurs), il chante son répertoire revisité, en résonance avec ces lieux de spiritualité.",Concert,,
179,https://www.tourisme-porteduhainaut.com/preparer/agenda/4373281--spectacle--musical--gabor-et-les-chapeaux-rouilles,[ Spectacle musical ] Gabor et les chapeaux rouillés,"Le théâtre des Sources vous acceuille le temps d'une soirée, le samedi 9 décembre à 18h30, pour découvrir le spectacle musical Gabor et les chapeaux rouillés. 

Dans un monde où toute forme de vie semble avoir disparu, Gabor, personnage solitaire et fantastique, doit terminer la construction d’une machine appelée « Harmonie ». C’est elle qui doit lui permettre de retrouver l’Humanité. Aidé de ses amis (imaginaires ?), les chapeaux rouillés, il poursuit sa mission en chantant, au cours d’un voyage féérique où le public est d’abord embarqué clandestinement. Mais jusqu’à quand ? «Gabor et les chapeaux rouillés » est un spectacle familial et accessible à tous, avec ce décalage qui fait que plu",Spectacle,Concert,
359,https://www.coeur-ostrevent-tourisme.fr/evenements/visite-guidee-un-jour-une-cite-2023/,"Visite guidée : un jour, une cité","Qui aurait pensé que les cités minières deviendraient un jour des lieux incontournables de visites ? Aujourd’hui considérées comme étant les plus belles du Bassin minier, les cités minières de Cœur d’Ostrevent n’ont pas fini de vous épater. De Masny, à Pecquencourt, en passant par Montigny-en-Ostrevent, on vous invite à lever les clichés, vous émerveiller devant ces performances architecturales et découvrir l’histoire et le fonctionnement de chaque cité. Un moment unique d’échanges, de rencontres, de témoignages sans chichi et en toute simplicité Parce qu’après tout ce n’est pas pour rien que 353 éléments du Bassin minier ont été inscrits sur la Liste du Patrimoine mondial de l’Unesco.",Visite,Histoire,
180,https://www.coeur-ostrevent-tourisme.fr/evenements/rando-biquette-2023/,Rando-biquette,"Et si vous vous preniez pour un apprenti berger sur le terril des Argales ? Et non promis il n’y a pas de loup ! Nous mettrons tout en œuvre pour vous faire vivre un incroyable moment en bonne compagnie.Avec un guide de l’office de tourisme, vous arpenterez le terril et partirez à la rencontre de Julien, le berger et son troupeau. Une fois ensemble, une pause s’imposera pour apprendre à connaître ses belles demoiselles, d’offrir de belles séances de gratouilles ou de faire votre plus beau selfie avec les stars du jour. Après ces moments d’échanges, il sera temps de raccompagner tout ce petit monde à la ferme car la traite n’attendra pas. C’est donc bercé par le son des cloches et des bêlements que vous raccompagnerez tout ce petit monde à la ferme mais attention à vos petits petons.",Balade,Environnement,
361,https://www.coeur-ostrevent-tourisme.fr/evenements/visite-usine-biostrevent-une-revolution-verte-2023/,"Visite usine : Biostrevent, une révolution verte","Si on vous disait que le gaz 100% renouvelable produit localement à Monchecourt à partir de déchets organiques issus des exploitations agricoles voisines et de l'industrie agro-alimentaire chauffait des maisons. Vous nous croyiez ?Eh bien si vous êtes sceptique, on vous invite à découvrir Biostrevent chez Stéphane et Maxime où ils vous présenteront le concept de méthanisation, l’historique du projet et la visite de l’unité de méthanisation agricole appelée « Biostrevent énergie ». Après ça vous serez définitivement convaincu.e, sans nul doute.",Visite,Environnement,
181,https://www.coeur-ostrevent-tourisme.fr/evenements/rando-biquette-la-matinale-2/,"Rando biquette, la matinale","Une cinquantaine de biquettes pour vous accompagner en randonnée ça vous tente ? Ça tombe bien car après avoir passé une nuit à la ferme, elles sont toutes prêtes à se dégourdir les pattes. On le sait, une marche matinale, c'est bon pour le moral ! Surtout si vous êtes escortés par de bêeeelles biquettes qui ne bouderont pas quelques caresses, bien au contraire. Sur le chemin, le guide de l'office de tourisme vous laissera le temps d’observer les belles fenêtres que nous offrent les paysages du terril au petit matin. Quelques petites pauses viendront rythmer la balade pour que Julien le berger, vous aide à mieux connaître ce petit animal qui adore gambader sur cette belle montagne noire. Pendant ce temps là, nos amies à 4 pattes pourront quant à elles se régaler de fleurs et de feuilles de bouleau avant de partir à leur pâture jusqu’à la fin de la journée. Pour vous, la balade se poursuit avec le guide avant de rentrer à la ferme. L'occasion d'en savoir un peu plus sur cet incroyable terril inscrit sur la Liste des biens du patrimoine mondial de l'UNESCO en 2012.",Balade,Environnement,
363,https://www.coeur-ostrevent-tourisme.fr/evenements/balade-canine-le-toutour-2023/,Balade canine : le toutour,"Savez-vous qu’un Français sur deux possède un animal de compagnie, et principalement un chien ? Qu'ils soient grands ou petits, à poil long ou à poil court, venez avec votre plus fidèle compagnon pour une petite randonnée.Votre participation avec votre animal à quatre pattes requiert l’application de quelques règles simples : votre toutou devra être « sociable », tenu en laisse et à jour de ses vaccins. Et n’oubliez pas d’apporter des sacs de déjections canines.",Balade,,
182,https://www.coeur-ostrevent-tourisme.fr/evenements/la-fete-du-cheval-hornaing-8-et-9-septembre-2023/,La fête du cheval,Écrin de liberté vous propose de participer vendredi 8 et samedi 9 septembre à un week-end festif. L'écurie vous ouvre ses portes à partir de 18h. Venez profitez de ce temps pour découvrir l'univers du monde équestre et participez aux animations misent en place rien que pour vous. Vous assisterez ensuite à un spectacle équestre sur le thème de Disney de quoi faire rêver petits et grands le temps d'une représentation,Spectacle,Famille,
